Month,Concession,Type,ATC1,ATC1_desc,ATC2,ATC2_desc,Scripts,Cost
1992 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",367,46663
1992 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",285,35007
1992 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",315,39332
1992 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",337,41125.1
1992 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",282,36648.11
1992 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",263,32425.14
1992 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",254,31021.18
1992 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",225,31040.32
1992 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",244,30188.22
1993 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",217,28185.9
1993 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",227,27624.35
1993 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",292,36591.49
1993 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",290,39137.7
1993 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",294,38537.17
1993 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",282,37269.380000000005
1993 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",309,40180.64
1993 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",299,39077.950000000004
1993 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",277,38204.759999999995
1993 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",233,30974.980000000003
1993 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",242,31705
1993 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",275,34351.9
1994 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",225,30715.37
1994 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",254,33769.759999999995
1994 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",313,40614.42
1994 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",328,41486.94
1994 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",318,45501.24
1994 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",310,43441.74
1994 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",312,41829.86
1994 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",315,42469.189999999995
1994 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",273,37257.58
1994 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",305,41780.259999999995
1994 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",436,49447.7
1994 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",557,58801.78999999999
1995 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",557,60319.310000000005
1995 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",570,61240.18
1995 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",690,74161.06
1995 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",604,69303.18000000001
1995 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",605,71133.34
1995 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",585,71643.81
1995 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",553,66082.23
1995 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",558,67251.57
1995 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",502,58132.5
1995 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",533,64922.97
1995 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",456,53042.8
1995 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",473,59858.47
1996 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",448,54483.67
1996 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",487,59817.11
1996 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",510,59178.92
1996 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",632,71614.6
1996 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",669,72470.17000000001
1996 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",665,72252.64
1996 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",838,85665.47
1996 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",829,84459.05
1996 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",845,85260.28
1996 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",888,88679.01
1996 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",751,74394.70999999999
1996 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",944,90358.05
1997 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",840,81411.34
1997 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",780,74111.70999999999
1997 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",856,80480.43
1997 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",889,82850.2
1997 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",941,85574.51
1997 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",965,89073.61
1997 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1067,92164.59
1997 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",975,90235.48999999999
1997 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1034,92526.69
1997 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1119,97576.02
1997 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",992,87267.23
1997 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1170,99677.92
1998 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",965,83437.64
1998 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1001,89464.55
1998 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1125,97607.62000000001
1998 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1171,102488.48999999999
1998 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1244,106490.32
1998 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1335,112534.05
1998 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1460,118617.85
1998 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1364,108989.76
1998 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1562,128846.9
1998 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1498,121156.66
1998 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1413,114926.29
1998 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1833,141580.76
1999 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1627,122034.88
1999 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1654,125849.57
1999 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1938,146734.74000000002
1999 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1936,147578.55
1999 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1994,154308.07
1999 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1919,143293.57
1999 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2176,161256.1
1999 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2258,171613.54
1999 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2241,175164.21000000002
1999 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2110,168750.37
1999 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2023,162326.7
1999 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2015,159968.13
2000 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1901,156734.63
2000 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1860,152213.53
2000 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1954,158535.91999999998
2000 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1886,155286.51
2000 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2145,176512.54
2000 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2031,168200.05
2000 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2299,188959.62
2000 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2142,173751.31
2000 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1928,159816.01
2000 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2162,173376.93
2000 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1949,157957.18
2000 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1844,151665.15
2001 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1986,160191.84999999998
2001 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1714,140771.5
2001 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2214,180108.77000000002
2001 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2096,168683.91999999998
2001 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2347,184715.03
2001 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2025,161545.15
2001 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2443,190053.22
2001 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2344,183108.13
2001 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2044,159734.63
2001 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2348,181865.02
2001 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2223,169963.62
2001 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1832,145690.59
2002 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2280,176405.47999999998
2002 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",1952,157563.26
2002 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2763,201254.47999999998
2002 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3041,226585.51
2002 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3194,232931.18
2002 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2801,205403.08
2002 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3283,242526.67
2002 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2901,212235.96
2002 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2789,208899.71000000002
2002 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2827,208829.84
2002 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2394,177802.73
2002 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2492,186980.21000000002
2003 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2552,189429.75
2003 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2363,178601.03
2003 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2618,200311.81999999998
2003 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2519,187161.18
2003 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3055,227487.74000000002
2003 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2920,211066.23
2003 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3155,227816.41999999998
2003 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2869,212401.56
2003 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2813,204519.56
2003 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3178,230467.31
2003 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2515,180531.36
2003 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2687,192360.88999999998
2004 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2841,196984.22
2004 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3194,222521.16
2004 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3197,224670.99
2004 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3186,220964.19
2004 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3291,233224.5
2004 Jun,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3195,226811.12
2004 Jul,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3421,243607.58
2004 Aug,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3191,231069.44999999998
2004 Sep,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3146,236153
2004 Oct,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3043,231021
2004 Nov,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2778,216153
2004 Dec,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2686,209992
2005 Jan,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2731,216798
2005 Feb,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2702,207624
2005 Mar,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",2919,222382
2005 Apr,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3003,235447
2005 May,General,Co-payments,H,"Systemic hormonal preparations, excl. sex hormones and insulins",H01,"PITUITARY, HYPOTHALAMIC HORMONES AND ANALOGUES",3006,235188
