"","Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"27848",2004 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",37,38933.71
"27849",2004 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",8,9407.29
"27850",2004 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",24,28512.18
"27851",2004 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",66,75016.9
"27852",2004 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",138,153049.29
"27853",2004 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",249,279266.07
"27854",2004 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",361,402935.99
"27855",2004 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",536,583523
"27856",2004 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",614,668711
"27857",2004 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",781,851130
"27858",2004 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",1004,1104305
"27859",2005 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",822,890915
"27860",2005 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",51,54218
"27861",2005 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",8,9383
"27862",2005 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",20,22535
"27863",2005 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",60,67149
"27864",2005 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",131,143692
"27865",2005 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",247,272920
"27866",2005 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",391,431531
"27867",2005 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",553,602656
"27868",2005 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",658,709528
"27869",2005 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",858,929407
"27870",2005 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",998,1084530
"27871",2006 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",913,998993
"27872",2006 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",36,38128
"27873",2006 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",6,6809
"27874",2006 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",12,13049
"27875",2006 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",56,61836
"27876",2006 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",133,147357
"27877",2006 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",203,220303
"27878",2006 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",360,392414
"27879",2006 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",441,481704
"27880",2006 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",661,705513
"27881",2006 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",759,816359
"27882",2006 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",896,962034
"27883",2007 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",957,1032412
"27884",2007 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",49,51957
"27885",2007 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",6,6805
"27886",2007 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",7,7929
"27887",2007 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",43,47669
"27888",2007 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",118,128600
"27889",2007 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",222,237443
"27890",2007 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",377,407084.21
"27891",2007 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",514,547855.27
"27892",2007 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",618,661818.57
"27893",2007 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",748,799053.81
"27894",2007 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",874,942333
"27895",2008 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",926,999187
"27896",2008 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",77,83138
"27897",2008 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",12,12845
"27898",2008 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",15,16333
"27899",2008 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",52,57371
"27900",2008 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L03","IMMUNOSTIMULANTS",74,81184
"27901",1991 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",144,11116
"27902",1991 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",216,16698
"27903",1991 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",329,25420
"27904",1991 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",491,38042
"27905",1991 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",608,47149
"27906",1991 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",967,74561
"27907",1992 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1472,110483
"27908",1992 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",136,10393
"27909",1992 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",12,908
"27910",1992 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",7,670
"27911",1992 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",41,3057
"27912",1992 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",65,4889
"27913",1992 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",189,14220.79
"27914",1992 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",303,22988.63
"27915",1992 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",446,33524.24
"27916",1992 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",654,49173.16
"27917",1992 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",841,63338.08
"27918",1992 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1384,104783.31
"27919",1993 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1651,129143.97
"27920",1993 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",182,14226.46
"27921",1993 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",12,932.04
"27922",1993 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",18,1416.33
"27923",1993 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",39,2949.59
"27924",1993 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",108,8335.25
"27925",1993 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",228,17386.27
"27926",1993 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",422,32368.18
"27927",1993 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",567,43154.42
"27928",1993 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",742,56054.07
"27929",1993 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1057,80452.27
"27930",1993 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1976,149494.24
"27931",1994 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2207,167400.95
"27932",1994 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",243,18192.83
"27933",1994 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",25,1750.2
"27934",1994 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",27,1861.11
"27935",1994 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",70,5164.69
"27936",1994 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",138,10410.88
"27937",1994 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",265,19964.47
"27938",1994 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",544,40771.47
"27939",1994 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",670,50603.91
"27940",1994 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",891,67304.72
"27941",1994 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1264,94792.43
"27942",1994 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1545,115963.42
"27943",1995 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1819,136544.55
"27944",1995 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",156,11368.81
"27945",1995 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",23,1758.52
"27946",1995 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",24,1742.35
"27947",1995 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",93,6980.64
"27948",1995 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",158,11821.19
"27949",1995 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",398,29809.81
"27950",1995 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",606,45369.39
"27951",1995 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",803,59945.25
"27952",1995 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1079,80618.07
"27953",1995 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1271,94645.1
"27954",1995 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1704,127687.33
"27955",1996 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2113,156917.42
"27956",1996 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",169,12383.53
"27957",1996 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",28,2172.76
"27958",1996 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",21,1541.16
"27959",1996 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",124,9000.47
"27960",1996 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",233,16950.39
"27961",1996 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",515,38290.61
"27962",1996 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",733,53774.64
"27963",1996 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",968,71911.61
"27964",1996 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1325,98626.77
"27965",1996 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1524,113658.6
"27966",1996 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2198,164401.92
"27967",1997 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2406,179005.95
"27968",1997 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",131,9582.45
"27969",1997 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",8,636.24
"27970",1997 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",27,2130.15
"27971",1997 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",104,7779.18
"27972",1997 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",246,20041.43
"27973",1997 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",503,40909.72
"27974",1997 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",730,58660.27
"27975",1997 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1118,90687.82
"27976",1997 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1425,115570.05
"27977",1997 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1666,134029.35
"27978",1997 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2577,208287.38
"27979",1998 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2530,203792.47
"27980",1998 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",195,15431.33
"27981",1998 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",19,1420.2
"27982",1998 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",29,2416.84
"27983",1998 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",105,8441.29
"27984",1998 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",267,21506.56
"27985",1998 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",527,42440.88
"27986",1998 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",718,58012.16
"27987",1998 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1102,89067.38
"27988",1998 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1393,112000.04
"27989",1998 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1709,137444.72
"27990",1998 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2483,199272.65
"27991",1999 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2659,213569.66
"27992",1999 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",202,16057.96
"27993",1999 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",18,1430.21
"27994",1999 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",34,2628
"27995",1999 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",122,9868.6
"27996",1999 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",288,23048.92
"27997",1999 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",524,41781.83
"27998",1999 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",873,70445.78
"27999",1999 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1210,96833.85
"28000",1999 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1450,117002.6
"28001",1999 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1827,145677.47
"28002",1999 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2369,191418.96
"28003",2000 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2891,232469.59
"28004",2000 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",199,15892.95
"28005",2000 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",24,2506.69
"28006",2000 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",43,4498.56
"28007",2000 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",168,20632.47
"28008",2000 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",489,70581.84
"28009",2000 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1040,152093.38
"28010",2000 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1668,252419.02
"28011",2000 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2047,302311.4
"28012",2000 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2913,433613.31
"28013",2000 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",3316,499429.34
"28014",2000 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4104,613869.35
"28015",2001 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4832,694111.68
"28016",2001 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",184,28682.81
"28017",2001 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",30,4610.07
"28018",2001 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",67,9828.02
"28019",2001 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",297,45380.49
"28020",2001 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",674,98421.86
"28021",2001 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1351,199799.47
"28022",2001 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2032,297826.97
"28023",2001 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2379,342686
"28024",2001 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",3413,496258.33
"28025",2001 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4163,603941.21
"28026",2001 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4563,651937.01
"28027",2002 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",5308,743661.26
"28028",2002 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",159,22777.03
"28029",2002 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",33,4024.56
"28030",2002 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",96,12752.28
"28031",2002 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",419,61128.09
"28032",2002 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",855,125501.26
"28033",2002 Jul,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",1721,252220.42
"28034",2002 Aug,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",2418,354790.44
"28035",2002 Sept,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",3224,461710.52
"28036",2002 Oct,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",3954,567437.16
"28037",2002 Nov,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",4455,653791.41
"28038",2002 Dec,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",5548,803122.83
"28039",2003 Jan,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",5577,780515.53
"28040",2003 Feb,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",185,26161.03
"28041",2003 Mar,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",22,2772.9
"28042",2003 Apr,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",90,12649.06
"28043",2003 May,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",436,62359.51
"28044",2003 Jun,"Concessional","Safety net","L","Antineoplastic and immunomodulating agents","L04","IMMUNOSUPPRESSIVE AGENTS",976,140368.61
