ds,unique_id,Title,y
2014-04-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.2
2014-05-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.2
2014-06-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2014-07-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.4
2014-08-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2014-09-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.1
2014-10-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.0
2014-11-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,17.9
2014-12-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.0
2015-01-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,17.8
2015-02-28,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,17.8
2015-03-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,17.7
2015-04-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,17.7
2015-05-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,17.7
2015-06-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.0
2015-07-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2015-08-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2015-09-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.1
2015-10-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2015-11-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2015-12-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.4
2016-01-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.3
2016-02-29,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.4
2016-03-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.4
2016-04-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.5
2016-05-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.5
2016-06-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.7
2016-07-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.9
2016-08-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.7
2016-09-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.6
2016-10-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.7
2016-11-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.7
2016-12-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.1
2017-01-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.1
2017-02-28,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.2
2017-03-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.1
2017-04-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,18.9
2017-05-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.0
2017-06-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.2
2017-07-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.3
2017-08-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.3
2017-09-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.1
2017-10-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.1
2017-11-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.2
2017-12-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.3
2018-01-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.2
2018-02-28,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.3
2018-03-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.3
2018-04-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.3
2018-05-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.4
2018-06-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.7
2018-07-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.9
2018-08-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.8
2018-09-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.5
2018-10-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2018-11-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2018-12-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-01-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-02-28,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-03-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-04-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-05-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-06-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.4
2019-07-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.7
2019-08-31,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.6
2019-09-30,CEU5552100001,Financial Activities: Monetary Authorities - Central Bank,19.4
1939-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1939-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-02-29,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1940-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1941-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1942-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1943-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-02-29,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1944-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1945-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1946-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1947-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-02-29,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1948-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1949-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1950-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1951-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-02-29,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1952-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1953-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1954-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1955-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-02-29,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1956-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1957-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1958-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1959-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-02-29,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1960-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1961-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-09-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-10-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-11-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1962-12-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-01-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-02-28,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-03-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-04-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-05-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-06-30,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-07-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
1963-08-31,CEU5552200001,Financial Activities: Credit Intermediation and Related Activities,
