,ds,State,Gender,Legal,Indigenous,y
985,2011Q1,NT,Female,Sentenced,ATSI,33
986,2011Q2,NT,Female,Sentenced,ATSI,33
987,2011Q3,NT,Female,Sentenced,ATSI,35
988,2011Q4,NT,Female,Sentenced,ATSI,31
989,2012Q1,NT,Female,Sentenced,ATSI,36
990,2012Q2,NT,Female,Sentenced,ATSI,49
991,2012Q3,NT,Female,Sentenced,ATSI,44
992,2012Q4,NT,Female,Sentenced,ATSI,56
993,2013Q1,NT,Female,Sentenced,ATSI,52
994,2013Q2,NT,Female,Sentenced,ATSI,66
995,2013Q3,NT,Female,Sentenced,ATSI,67
996,2013Q4,NT,Female,Sentenced,ATSI,66
997,2014Q1,NT,Female,Sentenced,ATSI,62
998,2014Q2,NT,Female,Sentenced,ATSI,65
999,2014Q3,NT,Female,Sentenced,ATSI,59
1000,2014Q4,NT,Female,Sentenced,ATSI,66
1001,2015Q1,NT,Female,Sentenced,ATSI,76
1002,2015Q2,NT,Female,Sentenced,ATSI,83
1003,2015Q3,NT,Female,Sentenced,ATSI,88
1004,2015Q4,NT,Female,Sentenced,ATSI,84
1005,2016Q1,NT,Female,Sentenced,ATSI,78
1006,2016Q2,NT,Female,Sentenced,ATSI,76
1007,2016Q3,NT,Female,Sentenced,ATSI,70
1008,2016Q4,NT,Female,Sentenced,ATSI,64
1009,2005Q1,NT,Female,Sentenced,Non-ATSI,4
1010,2005Q2,NT,Female,Sentenced,Non-ATSI,3
1011,2005Q3,NT,Female,Sentenced,Non-ATSI,3
1012,2005Q4,NT,Female,Sentenced,Non-ATSI,4
1013,2006Q1,NT,Female,Sentenced,Non-ATSI,3
1014,2006Q2,NT,Female,Sentenced,Non-ATSI,6
1015,2006Q3,NT,Female,Sentenced,Non-ATSI,10
1016,2006Q4,NT,Female,Sentenced,Non-ATSI,9
1017,2007Q1,NT,Female,Sentenced,Non-ATSI,7
1018,2007Q2,NT,Female,Sentenced,Non-ATSI,7
1019,2007Q3,NT,Female,Sentenced,Non-ATSI,5
1020,2007Q4,NT,Female,Sentenced,Non-ATSI,4
1021,2008Q1,NT,Female,Sentenced,Non-ATSI,5
1022,2008Q2,NT,Female,Sentenced,Non-ATSI,6
1023,2008Q3,NT,Female,Sentenced,Non-ATSI,6
1024,2008Q4,NT,Female,Sentenced,Non-ATSI,5
1025,2009Q1,NT,Female,Sentenced,Non-ATSI,8
1026,2009Q2,NT,Female,Sentenced,Non-ATSI,7
1027,2009Q3,NT,Female,Sentenced,Non-ATSI,9
1028,2009Q4,NT,Female,Sentenced,Non-ATSI,7
1029,2010Q1,NT,Female,Sentenced,Non-ATSI,7
1030,2010Q2,NT,Female,Sentenced,Non-ATSI,7
1031,2010Q3,NT,Female,Sentenced,Non-ATSI,7
1032,2010Q4,NT,Female,Sentenced,Non-ATSI,5
1033,2011Q1,NT,Female,Sentenced,Non-ATSI,4
1034,2011Q2,NT,Female,Sentenced,Non-ATSI,7
1035,2011Q3,NT,Female,Sentenced,Non-ATSI,6
1036,2011Q4,NT,Female,Sentenced,Non-ATSI,8
1037,2012Q1,NT,Female,Sentenced,Non-ATSI,8
1038,2012Q2,NT,Female,Sentenced,Non-ATSI,8
1039,2012Q3,NT,Female,Sentenced,Non-ATSI,9
1040,2012Q4,NT,Female,Sentenced,Non-ATSI,9
1041,2013Q1,NT,Female,Sentenced,Non-ATSI,9
1042,2013Q2,NT,Female,Sentenced,Non-ATSI,7
1043,2013Q3,NT,Female,Sentenced,Non-ATSI,6
1044,2013Q4,NT,Female,Sentenced,Non-ATSI,7
1045,2014Q1,NT,Female,Sentenced,Non-ATSI,13
1046,2014Q2,NT,Female,Sentenced,Non-ATSI,10
1047,2014Q3,NT,Female,Sentenced,Non-ATSI,9
1048,2014Q4,NT,Female,Sentenced,Non-ATSI,9
1049,2015Q1,NT,Female,Sentenced,Non-ATSI,10
1050,2015Q2,NT,Female,Sentenced,Non-ATSI,10
1051,2015Q3,NT,Female,Sentenced,Non-ATSI,11
1052,2015Q4,NT,Female,Sentenced,Non-ATSI,30
1053,2016Q1,NT,Female,Sentenced,Non-ATSI,14
1054,2016Q2,NT,Female,Sentenced,Non-ATSI,12
1055,2016Q3,NT,Female,Sentenced,Non-ATSI,11
1056,2016Q4,NT,Female,Sentenced,Non-ATSI,13
1057,2005Q1,QLD,Female,Sentenced,ATSI,71
1058,2005Q2,QLD,Female,Sentenced,ATSI,70
1059,2005Q3,QLD,Female,Sentenced,ATSI,75
1060,2005Q4,QLD,Female,Sentenced,ATSI,86
1061,2006Q1,QLD,Female,Sentenced,ATSI,79
1062,2006Q2,QLD,Female,Sentenced,ATSI,91
1063,2006Q3,QLD,Female,Sentenced,ATSI,93
1064,2006Q4,QLD,Female,Sentenced,ATSI,88
1065,2007Q1,QLD,Female,Sentenced,ATSI,90
1066,2007Q2,QLD,Female,Sentenced,ATSI,102
1067,2007Q3,QLD,Female,Sentenced,ATSI,72
1068,2007Q4,QLD,Female,Sentenced,ATSI,78
1069,2008Q1,QLD,Female,Sentenced,ATSI,79
1070,2008Q2,QLD,Female,Sentenced,ATSI,71
1071,2008Q3,QLD,Female,Sentenced,ATSI,83
1072,2008Q4,QLD,Female,Sentenced,ATSI,86
1073,2009Q1,QLD,Female,Sentenced,ATSI,89
1074,2009Q2,QLD,Female,Sentenced,ATSI,93
1075,2009Q3,QLD,Female,Sentenced,ATSI,88
1076,2009Q4,QLD,Female,Sentenced,ATSI,102
1077,2010Q1,QLD,Female,Sentenced,ATSI,91
1078,2010Q2,QLD,Female,Sentenced,ATSI,100
1079,2010Q3,QLD,Female,Sentenced,ATSI,104
1080,2010Q4,QLD,Female,Sentenced,ATSI,109
1081,2011Q1,QLD,Female,Sentenced,ATSI,121
1082,2011Q2,QLD,Female,Sentenced,ATSI,126
1083,2011Q3,QLD,Female,Sentenced,ATSI,113
1084,2011Q4,QLD,Female,Sentenced,ATSI,113
1085,2012Q1,QLD,Female,Sentenced,ATSI,120
1086,2012Q2,QLD,Female,Sentenced,ATSI,127
1087,2012Q3,QLD,Female,Sentenced,ATSI,125
1088,2012Q4,QLD,Female,Sentenced,ATSI,118
1089,2013Q1,QLD,Female,Sentenced,ATSI,127
1090,2013Q2,QLD,Female,Sentenced,ATSI,135
1091,2013Q3,QLD,Female,Sentenced,ATSI,147
1092,2013Q4,QLD,Female,Sentenced,ATSI,153
1093,2014Q1,QLD,Female,Sentenced,ATSI,167
1094,2014Q2,QLD,Female,Sentenced,ATSI,167
1095,2014Q3,QLD,Female,Sentenced,ATSI,171
1096,2014Q4,QLD,Female,Sentenced,ATSI,185
1097,2015Q1,QLD,Female,Sentenced,ATSI,173
1098,2015Q2,QLD,Female,Sentenced,ATSI,174
1099,2015Q3,QLD,Female,Sentenced,ATSI,170
1100,2015Q4,QLD,Female,Sentenced,ATSI,159
1101,2016Q1,QLD,Female,Sentenced,ATSI,159
1102,2016Q2,QLD,Female,Sentenced,ATSI,160
1103,2016Q3,QLD,Female,Sentenced,ATSI,169
1104,2016Q4,QLD,Female,Sentenced,ATSI,194
1105,2005Q1,QLD,Female,Sentenced,Non-ATSI,202
1106,2005Q2,QLD,Female,Sentenced,Non-ATSI,207
1107,2005Q3,QLD,Female,Sentenced,Non-ATSI,213
1108,2005Q4,QLD,Female,Sentenced,Non-ATSI,204
1109,2006Q1,QLD,Female,Sentenced,Non-ATSI,206
1110,2006Q2,QLD,Female,Sentenced,Non-ATSI,207
1111,2006Q3,QLD,Female,Sentenced,Non-ATSI,221
1112,2006Q4,QLD,Female,Sentenced,Non-ATSI,232
1113,2007Q1,QLD,Female,Sentenced,Non-ATSI,220
1114,2007Q2,QLD,Female,Sentenced,Non-ATSI,230
1115,2007Q3,QLD,Female,Sentenced,Non-ATSI,226
1116,2007Q4,QLD,Female,Sentenced,Non-ATSI,232
1117,2008Q1,QLD,Female,Sentenced,Non-ATSI,226
1118,2008Q2,QLD,Female,Sentenced,Non-ATSI,232
1119,2008Q3,QLD,Female,Sentenced,Non-ATSI,241
1120,2008Q4,QLD,Female,Sentenced,Non-ATSI,267
1121,2009Q1,QLD,Female,Sentenced,Non-ATSI,247
1122,2009Q2,QLD,Female,Sentenced,Non-ATSI,252
1123,2009Q3,QLD,Female,Sentenced,Non-ATSI,239
1124,2009Q4,QLD,Female,Sentenced,Non-ATSI,234
1125,2010Q1,QLD,Female,Sentenced,Non-ATSI,236
1126,2010Q2,QLD,Female,Sentenced,Non-ATSI,243
1127,2010Q3,QLD,Female,Sentenced,Non-ATSI,238
1128,2010Q4,QLD,Female,Sentenced,Non-ATSI,216
1129,2011Q1,QLD,Female,Sentenced,Non-ATSI,202
1130,2011Q2,QLD,Female,Sentenced,Non-ATSI,221
1131,2011Q3,QLD,Female,Sentenced,Non-ATSI,221
1132,2011Q4,QLD,Female,Sentenced,Non-ATSI,279
1133,2012Q1,QLD,Female,Sentenced,Non-ATSI,222
1134,2012Q2,QLD,Female,Sentenced,Non-ATSI,233
1135,2012Q3,QLD,Female,Sentenced,Non-ATSI,246
1136,2012Q4,QLD,Female,Sentenced,Non-ATSI,252
1137,2013Q1,QLD,Female,Sentenced,Non-ATSI,260
1138,2013Q2,QLD,Female,Sentenced,Non-ATSI,279
1139,2013Q3,QLD,Female,Sentenced,Non-ATSI,291
1140,2013Q4,QLD,Female,Sentenced,Non-ATSI,313
1141,2014Q1,QLD,Female,Sentenced,Non-ATSI,318
1142,2014Q2,QLD,Female,Sentenced,Non-ATSI,321
1143,2014Q3,QLD,Female,Sentenced,Non-ATSI,327
1144,2014Q4,QLD,Female,Sentenced,Non-ATSI,337
1145,2015Q1,QLD,Female,Sentenced,Non-ATSI,326
1146,2015Q2,QLD,Female,Sentenced,Non-ATSI,328
1147,2015Q3,QLD,Female,Sentenced,Non-ATSI,330
1148,2015Q4,QLD,Female,Sentenced,Non-ATSI,306
1149,2016Q1,QLD,Female,Sentenced,Non-ATSI,291
1150,2016Q2,QLD,Female,Sentenced,Non-ATSI,292
1151,2016Q3,QLD,Female,Sentenced,Non-ATSI,299
1152,2016Q4,QLD,Female,Sentenced,Non-ATSI,317
1153,2005Q1,SA,Female,Sentenced,ATSI,10
1154,2005Q2,SA,Female,Sentenced,ATSI,10
1155,2005Q3,SA,Female,Sentenced,ATSI,10
1156,2005Q4,SA,Female,Sentenced,ATSI,16
1157,2006Q1,SA,Female,Sentenced,ATSI,15
1158,2006Q2,SA,Female,Sentenced,ATSI,15
1159,2006Q3,SA,Female,Sentenced,ATSI,17
1160,2006Q4,SA,Female,Sentenced,ATSI,16
1161,2007Q1,SA,Female,Sentenced,ATSI,16
1162,2007Q2,SA,Female,Sentenced,ATSI,16
1163,2007Q3,SA,Female,Sentenced,ATSI,14
1164,2007Q4,SA,Female,Sentenced,ATSI,16
1165,2008Q1,SA,Female,Sentenced,ATSI,14
1166,2008Q2,SA,Female,Sentenced,ATSI,13
1167,2008Q3,SA,Female,Sentenced,ATSI,11
1168,2008Q4,SA,Female,Sentenced,ATSI,12
1169,2009Q1,SA,Female,Sentenced,ATSI,12
1170,2009Q2,SA,Female,Sentenced,ATSI,12
1171,2009Q3,SA,Female,Sentenced,ATSI,14
1172,2009Q4,SA,Female,Sentenced,ATSI,15
1173,2010Q1,SA,Female,Sentenced,ATSI,16
1174,2010Q2,SA,Female,Sentenced,ATSI,18
1175,2010Q3,SA,Female,Sentenced,ATSI,20
1176,2010Q4,SA,Female,Sentenced,ATSI,21
1177,2011Q1,SA,Female,Sentenced,ATSI,18
1178,2011Q2,SA,Female,Sentenced,ATSI,21
1179,2011Q3,SA,Female,Sentenced,ATSI,21
1180,2011Q4,SA,Female,Sentenced,ATSI,24
1181,2012Q1,SA,Female,Sentenced,ATSI,23
1182,2012Q2,SA,Female,Sentenced,ATSI,20
1183,2012Q3,SA,Female,Sentenced,ATSI,23
1184,2012Q4,SA,Female,Sentenced,ATSI,25
1185,2013Q1,SA,Female,Sentenced,ATSI,24
1186,2013Q2,SA,Female,Sentenced,ATSI,24
1187,2013Q3,SA,Female,Sentenced,ATSI,25
1188,2013Q4,SA,Female,Sentenced,ATSI,28
1189,2014Q1,SA,Female,Sentenced,ATSI,31
1190,2014Q2,SA,Female,Sentenced,ATSI,31
1191,2014Q3,SA,Female,Sentenced,ATSI,23
1192,2014Q4,SA,Female,Sentenced,ATSI,23
1193,2015Q1,SA,Female,Sentenced,ATSI,18
1194,2015Q2,SA,Female,Sentenced,ATSI,20
1195,2015Q3,SA,Female,Sentenced,ATSI,19
1196,2015Q4,SA,Female,Sentenced,ATSI,20
1197,2016Q1,SA,Female,Sentenced,ATSI,20
1198,2016Q2,SA,Female,Sentenced,ATSI,22
1199,2016Q3,SA,Female,Sentenced,ATSI,21
1200,2016Q4,SA,Female,Sentenced,ATSI,24
1201,2005Q1,SA,Female,Sentenced,Non-ATSI,44
1202,2005Q2,SA,Female,Sentenced,Non-ATSI,44
1203,2005Q3,SA,Female,Sentenced,Non-ATSI,42
1204,2005Q4,SA,Female,Sentenced,Non-ATSI,42
1205,2006Q1,SA,Female,Sentenced,Non-ATSI,45
1206,2006Q2,SA,Female,Sentenced,Non-ATSI,49
1207,2006Q3,SA,Female,Sentenced,Non-ATSI,48
1208,2006Q4,SA,Female,Sentenced,Non-ATSI,48
1209,2007Q1,SA,Female,Sentenced,Non-ATSI,46
1210,2007Q2,SA,Female,Sentenced,Non-ATSI,50
1211,2007Q3,SA,Female,Sentenced,Non-ATSI,54
1212,2007Q4,SA,Female,Sentenced,Non-ATSI,52
1213,2008Q1,SA,Female,Sentenced,Non-ATSI,53
1214,2008Q2,SA,Female,Sentenced,Non-ATSI,54
1215,2008Q3,SA,Female,Sentenced,Non-ATSI,52
1216,2008Q4,SA,Female,Sentenced,Non-ATSI,49
1217,2009Q1,SA,Female,Sentenced,Non-ATSI,59
1218,2009Q2,SA,Female,Sentenced,Non-ATSI,62
1219,2009Q3,SA,Female,Sentenced,Non-ATSI,62
1220,2009Q4,SA,Female,Sentenced,Non-ATSI,59
1221,2010Q1,SA,Female,Sentenced,Non-ATSI,58
1222,2010Q2,SA,Female,Sentenced,Non-ATSI,52
1223,2010Q3,SA,Female,Sentenced,Non-ATSI,59
1224,2010Q4,SA,Female,Sentenced,Non-ATSI,56
1225,2011Q1,SA,Female,Sentenced,Non-ATSI,60
1226,2011Q2,SA,Female,Sentenced,Non-ATSI,63
1227,2011Q3,SA,Female,Sentenced,Non-ATSI,64
1228,2011Q4,SA,Female,Sentenced,Non-ATSI,57
1229,2012Q1,SA,Female,Sentenced,Non-ATSI,49
1230,2012Q2,SA,Female,Sentenced,Non-ATSI,59
1231,2012Q3,SA,Female,Sentenced,Non-ATSI,58
1232,2012Q4,SA,Female,Sentenced,Non-ATSI,59
1233,2013Q1,SA,Female,Sentenced,Non-ATSI,56
1234,2013Q2,SA,Female,Sentenced,Non-ATSI,55
1235,2013Q3,SA,Female,Sentenced,Non-ATSI,61
1236,2013Q4,SA,Female,Sentenced,Non-ATSI,66
1237,2014Q1,SA,Female,Sentenced,Non-ATSI,64
1238,2014Q2,SA,Female,Sentenced,Non-ATSI,65
1239,2014Q3,SA,Female,Sentenced,Non-ATSI,75
1240,2014Q4,SA,Female,Sentenced,Non-ATSI,78
1241,2015Q1,SA,Female,Sentenced,Non-ATSI,73
1242,2015Q2,SA,Female,Sentenced,Non-ATSI,68
1243,2015Q3,SA,Female,Sentenced,Non-ATSI,66
1244,2015Q4,SA,Female,Sentenced,Non-ATSI,73
1245,2016Q1,SA,Female,Sentenced,Non-ATSI,75
1246,2016Q2,SA,Female,Sentenced,Non-ATSI,68
1247,2016Q3,SA,Female,Sentenced,Non-ATSI,68
1248,2016Q4,SA,Female,Sentenced,Non-ATSI,73
1249,2005Q1,TAS,Female,Sentenced,ATSI,3
1250,2005Q2,TAS,Female,Sentenced,ATSI,4
1251,2005Q3,TAS,Female,Sentenced,ATSI,3
1252,2005Q4,TAS,Female,Sentenced,ATSI,6
1253,2006Q1,TAS,Female,Sentenced,ATSI,3
1254,2006Q2,TAS,Female,Sentenced,ATSI,5
1255,2006Q3,TAS,Female,Sentenced,ATSI,4
1256,2006Q4,TAS,Female,Sentenced,ATSI,4
1257,2007Q1,TAS,Female,Sentenced,ATSI,5
1258,2007Q2,TAS,Female,Sentenced,ATSI,3
1259,2007Q3,TAS,Female,Sentenced,ATSI,5
1260,2007Q4,TAS,Female,Sentenced,ATSI,5
1261,2008Q1,TAS,Female,Sentenced,ATSI,4
1262,2008Q2,TAS,Female,Sentenced,ATSI,4
1263,2008Q3,TAS,Female,Sentenced,ATSI,8
1264,2008Q4,TAS,Female,Sentenced,ATSI,6
1265,2009Q1,TAS,Female,Sentenced,ATSI,5
1266,2009Q2,TAS,Female,Sentenced,ATSI,4
1267,2009Q3,TAS,Female,Sentenced,ATSI,6
1268,2009Q4,TAS,Female,Sentenced,ATSI,8
1269,2010Q1,TAS,Female,Sentenced,ATSI,4
1270,2010Q2,TAS,Female,Sentenced,ATSI,4
1271,2010Q3,TAS,Female,Sentenced,ATSI,4
1272,2010Q4,TAS,Female,Sentenced,ATSI,7
1273,2011Q1,TAS,Female,Sentenced,ATSI,4
1274,2011Q2,TAS,Female,Sentenced,ATSI,8
1275,2011Q3,TAS,Female,Sentenced,ATSI,7
1276,2011Q4,TAS,Female,Sentenced,ATSI,6
1277,2012Q1,TAS,Female,Sentenced,ATSI,5
1278,2012Q2,TAS,Female,Sentenced,ATSI,4
1279,2012Q3,TAS,Female,Sentenced,ATSI,10
1280,2012Q4,TAS,Female,Sentenced,ATSI,13
1281,2013Q1,TAS,Female,Sentenced,ATSI,9
1282,2013Q2,TAS,Female,Sentenced,ATSI,4
1283,2013Q3,TAS,Female,Sentenced,ATSI,4
1284,2013Q4,TAS,Female,Sentenced,ATSI,5
1285,2014Q1,TAS,Female,Sentenced,ATSI,4
1286,2014Q2,TAS,Female,Sentenced,ATSI,5
1287,2014Q3,TAS,Female,Sentenced,ATSI,7
1288,2014Q4,TAS,Female,Sentenced,ATSI,2
1289,2015Q1,TAS,Female,Sentenced,ATSI,2
1290,2015Q2,TAS,Female,Sentenced,ATSI,3
1291,2015Q3,TAS,Female,Sentenced,ATSI,3
1292,2015Q4,TAS,Female,Sentenced,ATSI,4
1293,2016Q1,TAS,Female,Sentenced,ATSI,7
1294,2016Q2,TAS,Female,Sentenced,ATSI,8
1295,2016Q3,TAS,Female,Sentenced,ATSI,10
1296,2016Q4,TAS,Female,Sentenced,ATSI,11
1297,2005Q1,TAS,Female,Sentenced,Non-ATSI,18
1298,2005Q2,TAS,Female,Sentenced,Non-ATSI,16
1299,2005Q3,TAS,Female,Sentenced,Non-ATSI,18
1300,2005Q4,TAS,Female,Sentenced,Non-ATSI,17
1301,2006Q1,TAS,Female,Sentenced,Non-ATSI,19
1302,2006Q2,TAS,Female,Sentenced,Non-ATSI,24
1303,2006Q3,TAS,Female,Sentenced,Non-ATSI,21
1304,2006Q4,TAS,Female,Sentenced,Non-ATSI,26
1305,2007Q1,TAS,Female,Sentenced,Non-ATSI,21
1306,2007Q2,TAS,Female,Sentenced,Non-ATSI,18
1307,2007Q3,TAS,Female,Sentenced,Non-ATSI,20
1308,2007Q4,TAS,Female,Sentenced,Non-ATSI,25
1309,2008Q1,TAS,Female,Sentenced,Non-ATSI,21
1310,2008Q2,TAS,Female,Sentenced,Non-ATSI,21
1311,2008Q3,TAS,Female,Sentenced,Non-ATSI,24
1312,2008Q4,TAS,Female,Sentenced,Non-ATSI,21
1313,2009Q1,TAS,Female,Sentenced,Non-ATSI,17
1314,2009Q2,TAS,Female,Sentenced,Non-ATSI,19
1315,2009Q3,TAS,Female,Sentenced,Non-ATSI,26
1316,2009Q4,TAS,Female,Sentenced,Non-ATSI,28
1317,2010Q1,TAS,Female,Sentenced,Non-ATSI,22
1318,2010Q2,TAS,Female,Sentenced,Non-ATSI,23
1319,2010Q3,TAS,Female,Sentenced,Non-ATSI,22
1320,2010Q4,TAS,Female,Sentenced,Non-ATSI,22
1321,2011Q1,TAS,Female,Sentenced,Non-ATSI,18
1322,2011Q2,TAS,Female,Sentenced,Non-ATSI,25
1323,2011Q3,TAS,Female,Sentenced,Non-ATSI,23
1324,2011Q4,TAS,Female,Sentenced,Non-ATSI,27
1325,2012Q1,TAS,Female,Sentenced,Non-ATSI,20
1326,2012Q2,TAS,Female,Sentenced,Non-ATSI,24
1327,2012Q3,TAS,Female,Sentenced,Non-ATSI,28
1328,2012Q4,TAS,Female,Sentenced,Non-ATSI,30
1329,2013Q1,TAS,Female,Sentenced,Non-ATSI,22
1330,2013Q2,TAS,Female,Sentenced,Non-ATSI,22
1331,2013Q3,TAS,Female,Sentenced,Non-ATSI,23
1332,2013Q4,TAS,Female,Sentenced,Non-ATSI,24
1333,2014Q1,TAS,Female,Sentenced,Non-ATSI,23
1334,2014Q2,TAS,Female,Sentenced,Non-ATSI,21
1335,2014Q3,TAS,Female,Sentenced,Non-ATSI,19
1336,2014Q4,TAS,Female,Sentenced,Non-ATSI,17
1337,2015Q1,TAS,Female,Sentenced,Non-ATSI,18
1338,2015Q2,TAS,Female,Sentenced,Non-ATSI,18
1339,2015Q3,TAS,Female,Sentenced,Non-ATSI,20
1340,2015Q4,TAS,Female,Sentenced,Non-ATSI,27
1341,2016Q1,TAS,Female,Sentenced,Non-ATSI,27
1342,2016Q2,TAS,Female,Sentenced,Non-ATSI,26
1343,2016Q3,TAS,Female,Sentenced,Non-ATSI,33
1344,2016Q4,TAS,Female,Sentenced,Non-ATSI,30
1345,2005Q1,VIC,Female,Sentenced,ATSI,12
1346,2005Q2,VIC,Female,Sentenced,ATSI,13
1347,2005Q3,VIC,Female,Sentenced,ATSI,15
1348,2005Q4,VIC,Female,Sentenced,ATSI,12
1349,2006Q1,VIC,Female,Sentenced,ATSI,8
1350,2006Q2,VIC,Female,Sentenced,ATSI,8
1351,2006Q3,VIC,Female,Sentenced,ATSI,11
1352,2006Q4,VIC,Female,Sentenced,ATSI,10
1353,2007Q1,VIC,Female,Sentenced,ATSI,11
1354,2007Q2,VIC,Female,Sentenced,ATSI,12
1355,2007Q3,VIC,Female,Sentenced,ATSI,13
1356,2007Q4,VIC,Female,Sentenced,ATSI,10
1357,2008Q1,VIC,Female,Sentenced,ATSI,11
1358,2008Q2,VIC,Female,Sentenced,ATSI,10
1359,2008Q3,VIC,Female,Sentenced,ATSI,10
1360,2008Q4,VIC,Female,Sentenced,ATSI,11
1361,2009Q1,VIC,Female,Sentenced,ATSI,11
1362,2009Q2,VIC,Female,Sentenced,ATSI,12
1363,2009Q3,VIC,Female,Sentenced,ATSI,10
1364,2009Q4,VIC,Female,Sentenced,ATSI,13
1365,2010Q1,VIC,Female,Sentenced,ATSI,19
1366,2010Q2,VIC,Female,Sentenced,ATSI,20
1367,2010Q3,VIC,Female,Sentenced,ATSI,18
1368,2010Q4,VIC,Female,Sentenced,ATSI,20
1369,2011Q1,VIC,Female,Sentenced,ATSI,23
1370,2011Q2,VIC,Female,Sentenced,ATSI,19
1371,2011Q3,VIC,Female,Sentenced,ATSI,15
1372,2011Q4,VIC,Female,Sentenced,ATSI,14
1373,2012Q1,VIC,Female,Sentenced,ATSI,16
1374,2012Q2,VIC,Female,Sentenced,ATSI,19
1375,2012Q3,VIC,Female,Sentenced,ATSI,21
1376,2012Q4,VIC,Female,Sentenced,ATSI,23
1377,2013Q1,VIC,Female,Sentenced,ATSI,20
1378,2013Q2,VIC,Female,Sentenced,ATSI,20
1379,2013Q3,VIC,Female,Sentenced,ATSI,21
1380,2013Q4,VIC,Female,Sentenced,ATSI,29
1381,2014Q1,VIC,Female,Sentenced,ATSI,31
1382,2014Q2,VIC,Female,Sentenced,ATSI,25
1383,2014Q3,VIC,Female,Sentenced,ATSI,22
1384,2014Q4,VIC,Female,Sentenced,ATSI,28
1385,2015Q1,VIC,Female,Sentenced,ATSI,29
1386,2015Q2,VIC,Female,Sentenced,ATSI,28
1387,2015Q3,VIC,Female,Sentenced,ATSI,27
1388,2015Q4,VIC,Female,Sentenced,ATSI,22
1389,2016Q1,VIC,Female,Sentenced,ATSI,23
1390,2016Q2,VIC,Female,Sentenced,ATSI,23
1391,2016Q3,VIC,Female,Sentenced,ATSI,24
1392,2016Q4,VIC,Female,Sentenced,ATSI,25
1393,2005Q1,VIC,Female,Sentenced,Non-ATSI,184
1394,2005Q2,VIC,Female,Sentenced,Non-ATSI,183
1395,2005Q3,VIC,Female,Sentenced,Non-ATSI,183
1396,2005Q4,VIC,Female,Sentenced,Non-ATSI,176
1397,2006Q1,VIC,Female,Sentenced,Non-ATSI,160
1398,2006Q2,VIC,Female,Sentenced,Non-ATSI,170
1399,2006Q3,VIC,Female,Sentenced,Non-ATSI,188
1400,2006Q4,VIC,Female,Sentenced,Non-ATSI,187
1401,2007Q1,VIC,Female,Sentenced,Non-ATSI,181
1402,2007Q2,VIC,Female,Sentenced,Non-ATSI,186
1403,2007Q3,VIC,Female,Sentenced,Non-ATSI,184
1404,2007Q4,VIC,Female,Sentenced,Non-ATSI,193
1405,2008Q1,VIC,Female,Sentenced,Non-ATSI,174
1406,2008Q2,VIC,Female,Sentenced,Non-ATSI,166
1407,2008Q3,VIC,Female,Sentenced,Non-ATSI,179
1408,2008Q4,VIC,Female,Sentenced,Non-ATSI,172
1409,2009Q1,VIC,Female,Sentenced,Non-ATSI,173
1410,2009Q2,VIC,Female,Sentenced,Non-ATSI,180
1411,2009Q3,VIC,Female,Sentenced,Non-ATSI,203
1412,2009Q4,VIC,Female,Sentenced,Non-ATSI,225
1413,2010Q1,VIC,Female,Sentenced,Non-ATSI,227
1414,2010Q2,VIC,Female,Sentenced,Non-ATSI,228
1415,2010Q3,VIC,Female,Sentenced,Non-ATSI,230
1416,2010Q4,VIC,Female,Sentenced,Non-ATSI,223
1417,2011Q1,VIC,Female,Sentenced,Non-ATSI,212
1418,2011Q2,VIC,Female,Sentenced,Non-ATSI,229
1419,2011Q3,VIC,Female,Sentenced,Non-ATSI,242
1420,2011Q4,VIC,Female,Sentenced,Non-ATSI,243
1421,2012Q1,VIC,Female,Sentenced,Non-ATSI,226
1422,2012Q2,VIC,Female,Sentenced,Non-ATSI,230
1423,2012Q3,VIC,Female,Sentenced,Non-ATSI,234
1424,2012Q4,VIC,Female,Sentenced,Non-ATSI,222
1425,2013Q1,VIC,Female,Sentenced,Non-ATSI,226
1426,2013Q2,VIC,Female,Sentenced,Non-ATSI,245
1427,2013Q3,VIC,Female,Sentenced,Non-ATSI,268
1428,2013Q4,VIC,Female,Sentenced,Non-ATSI,271
1429,2014Q1,VIC,Female,Sentenced,Non-ATSI,266
1430,2014Q2,VIC,Female,Sentenced,Non-ATSI,271
1431,2014Q3,VIC,Female,Sentenced,Non-ATSI,292
1432,2014Q4,VIC,Female,Sentenced,Non-ATSI,291
1433,2015Q1,VIC,Female,Sentenced,Non-ATSI,289
1434,2015Q2,VIC,Female,Sentenced,Non-ATSI,268
1435,2015Q3,VIC,Female,Sentenced,Non-ATSI,260
1436,2015Q4,VIC,Female,Sentenced,Non-ATSI,254
1437,2016Q1,VIC,Female,Sentenced,Non-ATSI,255
1438,2016Q2,VIC,Female,Sentenced,Non-ATSI,255
1439,2016Q3,VIC,Female,Sentenced,Non-ATSI,239
1440,2016Q4,VIC,Female,Sentenced,Non-ATSI,243
1441,2005Q1,WA,Female,Sentenced,ATSI,115
1442,2005Q2,WA,Female,Sentenced,ATSI,114
1443,2005Q3,WA,Female,Sentenced,ATSI,99
1444,2005Q4,WA,Female,Sentenced,ATSI,97
1445,2006Q1,WA,Female,Sentenced,ATSI,96
1446,2006Q2,WA,Female,Sentenced,ATSI,101
1447,2006Q3,WA,Female,Sentenced,ATSI,100
